상품명,조사일,판매가격,판매업소,제조사,세일여부,원플러스원,브랜드
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시대전도마점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3550,이마트다산점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트포항점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트전주점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트마산점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트구미점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트분당점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트산본점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트의정부점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트죽전점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트고잔점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트남양주점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트태백점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트수원점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트천안서북점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트제천점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄기흥점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼포항장성점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼부산영도점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼산본피트인점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼덕진점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼세종나성프레시점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시해운대마린점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시대연혁신점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시강서증미역점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시부평청천점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시부평그랑힐스점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시송파석촌호수점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시고양지축역점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3150,GS더프레시부산하버시티점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시목감레이크점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시동작구청점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3550,이마트에코시티점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼장위점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트서귀포점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트제주점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트원주점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트역삼점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트용산점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼목포용해점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼봉화산역점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼안양점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시목동7점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3550,이마트신월점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시도곡렉슬점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3550,이마트만촌점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,2980,GS더프레시원주점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼원주점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시종로구기점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼원효로점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼백석점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼분당점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시원주혁신점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시용인포곡점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시용인점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시동탄중앙점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시화명점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시홍천점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시행신점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시예산점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시여의도점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시학익점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시하안8점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시양산물금점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시하남미사점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시신주례점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시안성점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시시흥정왕점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시수원매탄점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시포천점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시수원망포점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시송파점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시토월점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시송파위례점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시울산태화점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시송도점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시송도그린워크점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시성북돈암점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시속초교동점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시서초점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시충주용산점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시서인천점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시충주연수점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시초읍점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄황금점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼반포2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄일원점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광명일직점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄서초점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시양산가촌점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시장유대청점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시진주신안점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시김해외동점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시도청신도시점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시파주청암점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시인천동춘점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시시흥은계점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시세종아름점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시판교운중점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시안양메가트리아점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시배곧신도시점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시수원아트리움점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시아산탕정점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3400,현대백화점본점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트신촌점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄용호점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼용인남사점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시청주봉명점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시방이점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시천안점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시천안쌍용점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시미래점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시울산천곡점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시문경점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시명장점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시목동13점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시명일점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시만수점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시만덕점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시창원감계점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시마포상암점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시마산회원점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시진해풍호점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시마산점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시진해여좌점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,2780,GS더프레시진주평거점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시진천점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시대전송강점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시증평점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시대방점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시당진점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시주례점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시죽곡점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시당진송악점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시다대점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시종로평창점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시능곡점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시남양주별내점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시전주호성점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시낙성대점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시김포한강자이점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시장유점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시김포사우점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시장유삼문점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시김포감정점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시군포당정점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시군산나운점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시잠실파크리오점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시잠실장미점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시광진화양점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시인천삼산점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시인천부개점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시의정부민락점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시의왕점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시위례중앙점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시의왕오전점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시거제신현점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시개금점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시강릉포남점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시강릉입암점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼효자점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시강남대치점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3550,이마트광주점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3550,이마트의왕점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼동탄청계점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시동소문점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시대동점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시양천신은점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시명지국제점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼인천청라2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼인천동양점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼송파점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼인계점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼정릉점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼전북대점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼전농점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼장안점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼장락점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼잠실3동점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼인후점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼창동2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼중촌점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼중계점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼중계역점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼부산연산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼정자점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄공덕점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼평창진부점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼탑동3점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼코엑스점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼칠곡중리점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼철산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼회룡역점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼화성봉담점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼함양점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼한빛점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼한마음점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼프리미엄도곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시분당시범단지점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시부평산곡점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시청주점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시부암점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼송천점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼송정점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼송양점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼세교점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼쌍문점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼신천점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼신부점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼신반포점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼신도림점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼신당점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼언남점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼양산남부점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3780,신세계백화점죽전점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼아산용화2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼안산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트해운대점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼용인동천점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼오산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼영월점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼연수함박점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼여의점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼역촌점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼엑스포점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼이문점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼율전점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트영등포점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼위례중앙점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼우장산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼우만점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼용인점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트양재점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼인천청라점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼대구고산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼당수점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼당리점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼단구점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼망포역점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼마포대흥점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼두정2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼두암점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼덕정점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼대전둔산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼대연점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼부산학장점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼부산문현점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼복현점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼방화점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼방학점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼명지점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼삼천포점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼삼성점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼산본2동점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼분당서현점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼분당구미점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼부산화명점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼세곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼성주점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼성내점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼서초국제점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시상계점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼서초3동점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼상계7동점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼상계11점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼시흥조남점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼시흥장곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,GS더프레시본리점,오뚜기,Y,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼G전곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼G은평점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼G은마점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼경주용황점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼경주동천점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼개화산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼가락점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트계양점,오뚜기,,,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼G화곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼G홍제점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광주점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광주도평점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광명점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광명소하점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼공릉점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼고양원흥점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남산점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼김해율하2점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼김포전원점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼길동점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼교문점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼광혜원점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼녹양점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남원점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남현점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남양주호평점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남양주청학점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3380,롯데슈퍼남양주도곡점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼남가좌점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼대구현풍점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼대구대실점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3580,롯데슈퍼범서점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,3780,신세계백화점본점,오뚜기,N,N,
진라면 순한맛(5개입),2024-05-03,2880,(주)농협유통 양재점,오뚜기,Y,N,
진라면 순한맛(5개입),2024-05-03,3550,이마트부천점,오뚜기,,,
